Comment,Predicted Label
داخل خورشت قیمه گوشت صورت قاچاق یافت کل ظرف یه تیکه ۵ سانتی گوشت قیمه شده اصلا انتضار نداشتم,1.0
مرینهی مرغ سوخاری نرمال نداشت کیفیت سیب زمینی سرخ شده بسیار پایین نان لقمه ایها بیات بودند سالاد کلم بیشتر طعم سس میداد کلم حجم بسیار کمی کاملا سفارش نادم شدم,1.0
کباب بو چربی میداد برنج ایرانیش فرقی هندی نمیکرد اصلا قیافه قشی هم نداشت,1.0
جوجه چینى حدى چرب گاز زدن روغن ازش مى چکید خیلى حس بدى اینکه سسش خوشمزه نمى مرغ رو خورد,1.0
بنظرم نون پنیر سبزیش کم چیزکیک,1.0
شیر کاکائو ۲۳۰میل بطری درخواستم بجای بدون کوچکترین هماهنگی پاکتی ۲۰۰ میل فرستاده ج,1.0
نحوه زمان ارسال خیلی خوب شیرینی هم تازه,0.0
خیلی سریع آوردن دقیقا مواردی سفارش داده بودم کامل عالی ممنون اسنپ مارکت,0.0
موقع آوردن من کد تخفیف داشتم شامپو خریدم,0.0
سلام پیک بد حمل کرده بهم ریخته,1.0
اقلام درست صحیح ارسال,0.0
کیفیت بسیار خوب همراه تحویل سریع,0.0
سلام تشکر واقعا محشره بخوام تجربه خودم خوردن معجون انار لذتش توصیف دقیقی کنم دقیقا عین همین معجون اصفهان حس لذت رضایت کامل اوج لذتی مانند لذت بخشترین اوج لذت احترام,0.0
جای استیک بگید ۲ عدد همبرگر فک کنم بهتره,1.0
غذا خوب ولی توی توضیح نوشته بودم اب مرغ داخل ظرف غذا نریزین متاسفانه ریخته بودن,1.0
مقایسه بقیه فست فودها فقط قیمتهای پرپروک بالا رفته کیفیت همان اوایل ولی تنوع خلاقیت صفر کمی باید تغییرات داشته باشن,0.0
دور چند تکه پیتزاها سوخته اصلا انتظار نداشتم غذای سیب ۳۶۰ اینجوری بشه,1.0
واقعا عالی من کیف کردم همچی عالی ممنون توپ توپ من بچه بازارم خیلی برام غذا مهمه غذا روز جمعه منو عالی کرد,0.0
غذا سرد طبق نوشته سس مخصوصی تو ساندویچ نبود فقط سس تک نفره کنار ساندویچ گذاشته شده,1.0
بسته بندی چاکلز طعم خردل عسل باز شده مجبور شدم بریزمش دور,1.0
عالى حدود ١٠ دقیقه پس ثبت سفارشم تحویل گرفتم بدون کم کسرى,0.0
غذا بعد ساعت تاخیر سرد فاجعه بدست من رسید متاسفم مهمان نداشتم خودم شخصا برمیگردوندم رستوران,1.0
سیب زمینی مونده فاجعه خیلی بدمزه همبرگر سرد,1.0
بسیار عالی موقع رسید فقط ای کاش نانهای داغ داخل نایلون نگذارید هم نظر بهداشتی مشکل نداشته باشد هم کیفیت کاسته نشود,0.0
نان تازه عالی بموقع تحویل داده ممنون,0.0
نسبت قیمت طعم مواد استفاده شده خیلی خیلی بد,1.0
سلام چه عجب نان سیمیت روپخت کردید هفته نداشتید,1.0
مرغ نپخته خام غیرقابل خوردن بی مزه,1.0
متاسفانه چیپس ۱ عدد بجای ۲ عدد ۴۰۰۰ ت,1.0
مرسی چیز عالی همان طور سفارش داده بودیم موقع تحویل داده,0.0
نان سنگک همراه بیات نان عین کباب اجزا اصلی,1.0
مونده تازه نبود,1.0
پیتزا سرد مزه طعم خوبی نداشت ولی موقع دریافت,1.0
داخل پیتزا سیر استیک سیری سبز شده طعم تلخی میداد حیف پول هیچ وقت دیگه سفارش نمیدم,1.0
خوب عالی فقط سیب زمینی کم,0.0
عااااااااااااالللللللللللللیییی دمتون گرم لحاظ عالی,0.0
غذا هم ریخته شده سرد ظاهرا پیک غذا رو انداخته,1.0
بی کیفیتترین زولبیا بامیه متاسفم ناتلی,1.0
سلام مقدار نان همراه غذا کم,0.0
خوشمزه ولی خدایی ۶۰۰۰ تومن هزینه پیک زیاده,0.0
بستنیها شل شده نوشیدنیها گرم,0.0
داداشا دمتون گرم دستتون درد نکنه خیلی نون عالی سریع هم رسوندید,0.0
متاسفانه نرخ غذاها بین ۳۰۴۰ درصد گران شده حجممقدار سیب زمینی سرخ کرده فیله استریپس کم شده,1.0
من لوبیاپلو سفارش داده بودم ولی واقعا هیچ طعمی نداشت خیلی معمولی,1.0
اصلا خوب نبود کیفیت پایین,1.0
نمک زیاد گوشت کم,1.0
املت بسیار سرد,1.0
پیتزام پیتزای قدیم نه ملاتی نه مزهای فقط خمیر یکم کالباس داخلش میشه بگید معنی مخلوط چیه مخلوط چی منطورتون اسمش رو بنویسید پیتزا طعم یکم کالباس,1.0
آنکه ادرس من بسیار نزدیک شیرینی فروشی سفارش من بعد ساعت نیم پس دو بار پیگی دستم رسید متاسفانه شیرینی ارسالی خشک فاقد کیفیت,1.0
کیفیت عالی غذای گرم قارچش حرف نداشت,0.0
غذا تقریبا سرد دستم رسید تمام محتویات غذا هم قاطی شدهبود,1.0
طعم پیتزا مخصوصا ساندویچ عالییی مشتری دائم شدم مرسی اسنپ فود,0.0
معنای واقعی کلمه بندری افتضاح یه نون باگت خشک فقط نصفش یه مقدار سوسیس بندری پر شده مقداریش هم سوخته البته شاید چون تخفیف داره شکلی ویژه کالزون قابل تحملتر ولی اولین آخرین سفارشم اینجا,1.0
چیز عالی فقط خواهشا روی بسته بندی غذاها اسم غذا نوشته تشکر,0.0
بینهایت خوشمزه سالاد سزار حرف نداشت همینطور اسپایسی حجم زیاد کیفیت عالی ممنون,0.0
ساندویچ خوش طعم ولی کوچیک,0.0
شامپو بدن رو اشتباه فرستادین من شیرو عسل نخواسته بودم,1.0
غذا هم خوشمزه هم گرم زمان مناسب تحویل تشکر زحمات دوستان,0.0
دیس میوه واقعا بی کیفیت حجم میوه خیلی کمتر مقدار ذکر شده زدن میوه استوایی ولی همش نارنگی پرتغال کیوی اصلا توصیه نمیکنم,1.0
باسلام تشکر مثل همیشه سریع خوشمزه خصوصا ساندویچ فیله مرغ کبابی عالی,0.0
پیک اسنپ خیلی داد بیداد کرد متاسفانه همون اول هم تماس گرفته نمیدونست چطوری باید صحبت کنه بعدهم ادرسو اشتباه رفته دیگه شروع کرد داد بیداد توی شرکت هیمن دلیل سعی میکنیم شرینی فروشی دیگه سفارش ندیم,1.0
کیفیت خیلی خیلی خیلی بد قابل خوردن نبود واقعاکه,1.0
واقعا ضعیف کیفییت روز روز داره میاد پایینتر پیتزا هات داگ قبلا تو نونش هات داگ بعد سوسیس الانم کلا حذف شده وحجم پیتزا نصف شده متریال هم خیلی بی کیفیت واقعا ۶۷ هزار تومان وا سه پیتزا خیلی زیاده,1.0
داغ داغ ولذیذ خوش مزه عالی ممنون,0.0
اصلا خوب نبود وقتی دستم رسید کاملا سرد نتونستم بخورم کیفیت پیتزاش هم پایین,1.0
بسیار بی کیفت بد طعم,1.0
نون خرمایی داخل بسته دو تیکه نصف نون میشد یه بستش نون جو یدونه سفارش دادم ولی دو سایز کوچیک درسته,1.0
شیر رو اشتباهی فرستادن,1.0
سلام غذا خوش مزه نسبتا ارزان قیمت فقط مقدار خیلی کم پنیر پیتزا باید بیشتر میپخت مزه بهتری بگیره ولی کل محشر,0.0
عالی مثل همیشه ساندویچش رو اولین بار تست میکردم چقدر خوشمزه عاشق ترکیب نونش شدم,0.0
برنج شفته ندید دیگه دست مردم چه وضع غذا,1.0
نان سبوس ٨٠ درصد متاسفانه تازه نبود نمیذونم چرا اتفاق رخ میده واقعا,1.0
بنظرم زیادی سیر پیتزا خوشایند,0.0
چی عالی فقط,0.0
عالی فقط یکم گوشتش سوخته یکم واسه من چربیش زیاد,0.0
کیفیت شیرینیها خوب ولی شیرینیتری فرستاده بودید ابرو من نمیدونستم شیرینیتری میفرستید هرکدوم یه دونه میزارید واقعان بد درمورد اسنپ اکسپرسم همیشه دیر میاره برامون دیگه عادی شده,1.0
کیفیت مرغ خوب ولی سس سالاد خیلی بد مزه طعم الکل میداد,1.0
غذا کاملا مانده سرد,1.0
سیب زمینی شدت مونده عین نامناسب پیتزا پنجرهای هم فقط کالباس خالی نا مناسب,1.0
جوجه فوق العاده بدمزه بو میداد ته چین هم تنها مزهای نداشت مزه ته چین بیشتر مزه شیربرنج میداد اصلا خورده نشد غذا,1.0
زمان ارسال خیلی طولانی حدود ساعت ونیم,1.0
من بعد مدتها هایدا ساندویچ گرفتم اصلا دیگه کیفیت سابق رو نداره نان ساندویچ خشک تکه تکه شده طوری مجبور شدیم باز کنیم محتویاتش رو بخوریم کیفیت کاهو هم متاسفانه خیلی بد,1.0
